0.002	127.6249174
0.004	127.7142606
0.006	114.926696
0.008	118.9726667
0.01	130.7110868
0.012	116.71356
0.014	125.0033326
0.016	112.5067716
0.018	127.4066647
0.02	121.3785514
0.022	111.8201053
0.024	105.4665275
0.026	119.4219353
0.028	120.7072011
0.03	121.5342638
0.032	118.6880447
0.034	118.2387761
0.036	109.3555094
0.038	120.3702496
0.04	116.074118
0.042	118.9599033
0.044	121.2062466
0.046	120.9739543
0.048	110.8041455
0.05	110.1889538
0.052	111.8775403
0.054	121.8495177
0.056	114.6790877
0.058	124.0141758
0.06	113.7486421
0.062	124.7276451
0.064	115.4933872
0.066	105.7115831
0.068	104.5105553
0.07	112.2234261
0.072	115.0390132
0.074	122.3511159
0.076	120.4417241
0.078	119.7882424
0.08	121.9401372
0.082	111.7869207
0.084	120.9305591
0.086	121.1577461
0.088	121.6899763
0.09	118.935653
0.092	110.270639
0.094	116.7071784
0.096	109.4320892
0.098	112.6382338
0.1	106.6943583
0.102	117.0275376
0.104	104.8730334
0.106	107.4882365
0.108	117.1615524
0.11	104.7849665
0.112	109.3121141
0.114	100
0.116	110.0842946
0.118	107.998769
0.12	117.7741914
0.122	108.8449768
0.124	112.1902415
0.126	122.2464568
0.128	108.6369348
0.13	124.3715486
0.132	109.1244934
0.134	110.2565993
0.136	103.0121422
0.138	119.1921957
0.14	103.0542611
0.142	117.9439435
0.144	115.0351842
0.146	107.6452252
0.148	109.9170952
0.15	113.1947143
0.152	111.6988539
0.154	119.4602253
0.156	115.41936
0.158	120.3830129
0.16	103.56607
0.162	100.196555
0.164	107.3350767
0.166	117.9273512
0.168	129.2088447
0.17	199.3968625
0.172	366.9242965
0.174	568.0217997
0.176	722.3545195
0.178	828.0003006
0.18	884.3069379
0.182	917.6230171
0.184	943.4138462
0.186	962.6941087
0.188	969.2914659
0.19	975.2710786
0.192	982.7235778
0.194	983.8276045
0.196	992.6393967
0.198	1000
0.2	993.5136837
0.202	984.133924
0.204	983.5187323
0.206	982.0624381
0.208	984.8205903
0.21	978.1172977
0.212	961.6730436
0.214	960.1376169
0.216	947.7355044
0.218	941.8733142
0.22	952.0061094
0.222	929.480136
0.224	928.6977449
0.226	917.1648141
0.228	900.4270038
0.23	910.1245699
0.232	892.4971566
0.234	888.6285961
0.236	882.3860591
0.238	878.9859121
0.24	864.2736398
0.242	854.288899
0.244	852.1038196
0.246	841.3596617
0.248	838.21861
0.25	826.4329657
0.252	812.9051289
0.254	806.9727404
0.256	802.7685047
0.258	806.9370031
0.26	771.1269723
0.262	776.1263625
0.264	764.7810524
0.266	755.7841922
0.268	741.1446707
0.27	741.653927
0.272	739.8491944
0.274	726.7527576
0.276	719.3206797
0.278	730.3800915
0.28	704.9606748
0.282	700.9580995
0.284	686.545765
0.286	687.0869295
0.288	680.3849132
0.29	690.4921818
0.292	671.3101968
0.294	665.6215876
0.296	661.5169057
0.298	647.8601595
0.3	638.8301146
0.302	634.6718268
0.304	632.3999569
0.306	618.2237437
0.308	616.7814892
0.31	613.7629654
0.312	607.6161533
0.314	598.6256747
0.316	585.706648
0.318	582.2350265
0.32	579.1437518
0.322	572.3945112
0.324	568.0269051
0.326	572.0384147
0.328	558.0077034
0.33	550.9789462
0.332	557.2419045
0.334	539.097577
0.336	536.3470827
0.338	534.6738122
0.34	521.4012417
0.342	514.8574905
0.344	510.7260057
0.346	510.7630193
0.348	508.7783239
0.35	507.9614718
0.352	487.8362779
0.354	483.1917078
0.356	478.3914253
0.358	479.6562698
0.36	474.9555411
0.362	481.274658
0.364	463.9624985
0.366	453.0154039
0.368	460.2598611
0.37	455.3332218
0.372	447.4965468
0.374	449.6318493
0.376	436.1257101
0.378	441.7734767
0.38	439.6164766
0.382	438.9591659
0.384	425.9954676
0.386	424.9067569
0.388	413.4644457
0.39	412.1089817
0.392	410.6131213
0.394	405.7375352
0.396	400.4318255
0.398	403.3712167
0.4	388.4904686
0.402	391.5983357
0.404	389.5089811
0.406	381.8777955
0.408	382.5363825
0.41	375.9466834
0.412	377.8573515
0.414	363.1386975
0.416	362.57073
0.418	364.0219189
0.42	367.261248
0.422	358.4022316
0.424	356.3907333
